Ano;Compra;Gerenciadora;Participante;Cadastro;Início Adesão;Fim Adesão;Início RP;Fim RP;Tipo;Situação;Bem;Grupo;Classe;Item;Marca;Modelo;Total;Restante;Percentual;Preço Referencial;Preço Final;Qtd.CompraAta
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;6077471;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTOL.P/AR,DIAMANTADA,NUMERO 1016,ESFERICA;Microdont;3R;30,00;30,00;27,52;7,430;3,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;6077480;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTOLOGICA P/ALTA ROTACAO,DIAMANTADA,1019,ESFERICA;Microdont;3R;10,00;10,00;7,58;7,430;3,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;6098673;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO PARA RESTAURACAO DE DENTES PERMANENTES; Dentscare FGM; Maxxion R;20,00;0,00;13,99;95,930;19,500;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;7919514;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTO P/CA,ACO COMUM,2,ESFERICA;Dentsply;Mailefer;10,00;10,00;15,63;26,100;8,500;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;7919530;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTO P/CA,ACO COMUM,4,ESFERICA;Dentsply;Mailefer;10,00;10,00;15,63;26,100;8,500;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;7919565;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTO P/CA,ACO COMUM,8,ESFERICA;Dentsply;Mailefer;10,00;10,00;12,99;26,100;8,500;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8049742;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO, PARA CIMENTACAO; Dentscare FGM; Maxxion C;20,00;10,00;18,02;51,270;19,500;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8214611;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;" DE MADEIRA; DE USO UNICO; EXTREMIDADES ARREDONDADAS,SEM REBARBAS; MEDINDO (14CMX1,5CM DE LARGURA)X(";Estilo; ;200,00;50,00;54,35;10,300;9,990;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8332231;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;PASTA PROFILAT.ODONTOL.,C/PEDRA POMES MICROGRANULADA,AROMA ARTIFICIAL; Dental Partner; Bravi;10,00;10,00;3,57;17,230;4,270;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8351201;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;CAMPO CIRURGICO DESCARTAVEL NAO ESTERIL, COM SEM DOBRAS, TAMANHO 70 X; DESCARTEE; ;100,00;100,00;58,48;112,440;99,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8361746;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;" EM TECIDO 100% ALGODAO, IMPERMEABILIZANTE,1 FACE ADESIVA; NA COR BRANCA, COM BORDAS DEVIDAMENTE ACA"; Ciex; ;10,00;10,00;38,46;12,860;12,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8384983;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;PLACA P/PLASTIFICADORA,ACETATO,CRISTAL,REDONDA,ESPESS.1.5MM;Bioart; ;10,00;10,00;27,78;36,240;32,580;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8503354;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;PLACA P/PLASTIFICADORA,ACETATO,CRISTAL,REDONDA,ESPESS.2,0MM;Bioart; ;10,00;10,00;35,71;42,900;32,580;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8503370;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;PLACA P/PLASTIFICADORA,EVA SOFT LEITOSO,ESPESSURA 3MM,REDONDA;Bioart; ;10,00;10,00;38,46;64,930;44,720;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8503486;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;PLACA P/PLASTIFICADORA,EVA SOFT LEITOSO,ESPESSURA 1MM,REDONDA; Bioart; ;10,00;10,00;43,48;46,240;27,450;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8561036;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;AVENTAL DESCARTAVEL, NA COR AZUL; DESCARTEE; ;100,00;100,00;1,94;7,030;7,030;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8732337;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO,BASE E FORRAM.REST./REPOS.IONOSEAL,FOTOP.2 SERINGAS;  Voco; Ionosea;20,00;20,00;46,51;263,240;248,080;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8945624;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR A1,,REPOSICAO DA CERAMCO 3,POTE 28,4G;DENTSPLY;CERAMCO3;10,00;10,00;58,82;344,880;208,110;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8945659;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR A3,5,,REPOSICAO DA CERAMCO 3,POTE 28,4G;DENTSPLY;CERAMCO 3;10,00;10,00;40,00;344,880;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8945667;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR A4,,REPOSICAO DA CERAMCO 3,POTE 28,4G;DENTSPLY;CERAMCO 3;10,00;10,00;45,45;344,880;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8945691;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR B3,,REPOSICAO DA CERAMCO 3,POTE 28,4G;DENTSPLY;CERAMCO 3 F;10,00;10,00;62,50;344,880;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8945713;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR C1,,REPOSICAO DA CERAMCO 3,POTE 28,4G;DENTSPLY;CERAMCO 3;10,00;10,00;83,33;344,880;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8945942;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR INCISAL DARK,,REPOSICAO DA CERAMCO 3,POTE 28,4G;DENTSPLY;CERAMCO 3;10,00;10,00;38,46;344,880;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8946027;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR A4,REPOSIÇÃO DA CERAMCO 3,SERINGA 2ML;DEGUDENT P;CERAMCO 3 F;10,00;10,00;58,82;312,380;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8946051;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR B3,REPOSIÇÃO DA CERAMCO 3,SERINGA 2ML;DENTSPLY;CERAMCO 3;10,00;10,00;58,82;312,380;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8946060;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONT.,COR B4,REPOSIÇÃO DA CERAMCO 3,SERINGA 2ML;DEGUDENT P;CERAMCO 3;10,00;10,00;58,82;312,380;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;8969868;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO,COR A3,REPOSICAO DO KETAC MOLAR EASYMIX - 3M; Solventum; Ketac Molar Easymix;10,00;10,00;34,48;681,570;573,790;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;9026266;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERAMICA ODONTO.,REPOS.CERAMCO3, COD:131628,EM SERINGA 2ML PASTA BASE; DENTSPLY P; CERAMCO 3 F;10,00;10,00;34,48;312,380;208,060;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;9427619;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;LENCOL DE PAPEL DESCARTAVEL; descarbox; ;100,00;90,00;28,25;23,920;21,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;9531947;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTOLOGICA PARA PECA DE MAO;American Burrs; ;20,00;20,00;37,74;283,770;90,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;9591575;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA OD.P/PM,CARB.TUNGST,MINICUT,1548, CORTE LISO FINO,ANEL VERM,PERA;American Burrs; ;20,00;20,00;37,74;377,870;75,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;9760539;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO PARA RESTAURACOES COR A3; SDI;Riva Light Cure;20,00;20,00;38,46;280,930;95,080;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;9783296;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;escova de robson, cerda plana em nylon branca, haste metalica;Shanghai Dochem;Dental Partner;200,00;170,00;66,67;9,570;2,000;3;
2025;156140;FORP   ;FOB    ;03/12/2025 14:34;27/01/2026 15:02;27/01/2026 15:03;04/03/2026 00:00;03/03/2027 00:00;Setorizada;Vigente;9991581;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;FITA TESTE, PARA INDICACAO DE ESTERILIZACAO;Ciex; ;40,00;40,00;33,06;28,430;25,000;3;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8287422;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;" CONFECCIONADA A BASE DE FIBRAS 100% DE POLIROPILENO; FORMATO ANATOMICO,GRAMATURA 18G; COM CAPACIDAD";Dejamaro; ;350,00;350,00;100,00;13,600;6,900;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8290385;RECIPIENTES E MATERIAIS PARA ACONDICION.;SACOS,BOLSAS,SACOLAS E SIMILARES;SACO PLASTICO P/EMBALAGEM,POLIETILENO BX,30X40CM,12MICRA,INCOLOR,S/FU; Rio Pardo; ;10,00;0,00;100,00;550,000;500,000;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8291578;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO SEM NOTIFIC.;BABADOR ODONTOLOGICO,NAO TECIDO 100% POLIPROPILENO, 35 X 45CM;Suprimed; ;250,00;0,00;100,00;20,110;20,110;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8296472;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO SEM NOTIFIC.;PROTETOR DE EQU.ODONTOL.,REFLETOR,TNT 30G/M2,BRANCO,9X45CM,DESCARTAVE;Suprimed; ;200,00;0,00;100,00;82,000;70,000;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8296480;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO SEM NOTIFIC.;PROTETOR EQU.ODONTOL.,P/MANGUEIRA,TNT 30G/M2,6CMX110CM,DESCARTAVEL;Suprimed; ;90,00;0,00;100,00;11,500;11,000;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8299285;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;TOALHA DESCARTAVEL, EM NAO TECIDO, NAO ESTERIL, 30 X 40 CM, COR BRANC;Suprimed; ;4.500,00;0,00;100,00;0,800;0,600;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8321159;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;campo cirurgico descartavel, confeccionado em nao tecido; Suprimed; ;600,00;200,00;100,00;98,000;47,500;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8396698;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;MASCARA CIRURGICA DESCARTAVEL, EM NAO TECIDO, C/ FIXACAO AURICULAR;Realdesc; ;950,00;950,00;100,00;7,650;3,900;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8430268;RECIPIENTES E MATERIAIS PARA ACONDICION.;SACOS,BOLSAS,SACOLAS E SIMILARES;SACO PLASTICO PARA EMBALAGEM DE POLIPROPILENO,(22 X 32)CM,TRANSPARENT;Rio Pardo; ;23.000,00;13.000,00;100,00;0,320;0,150;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8442665;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;EMBALAGEM POLIPROP (SMS) 50 X 50 CM G40;Blue Care; ;10.000,00;10.000,00;100,00;1,370;0,300;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8442681;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;EMBALAGEM POLIPROP (SMS) 100 X 100 CM G60;Blue Care; ;3.000,00;3.000,00;100,00;2,710;1,520;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8526796;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;AVENTAL DESCARTAVEL DE 30G/M², NA COR BRANCA, ACABAMENTO EM OVERLOCK,;Robisa; ;20.000,00;15.000,00;100,00;3,920;1,580;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;8657017;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;CAMPO CIRURGICO DESCARTAVEL, EM TNT, NAO ESTERIL;Suprimed; ;25.000,00;10.300,00;100,00;1,440;1,000;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;9015795;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA,.;UTENSILIOS DE LIMPEZA;PANO MULTI-USO,70%VISCOSE,30%POLIESTER,MED.MIN.28CM LARG.,BRANCO;Inoven; ;250,00;200,00;100,00;92,290;81,250;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;9054014;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;INVOLUCRO DESC. P/ ESTERIL FOLHA 60 X 60;Blue Care; ;8.000,00;8.000,00;100,00;1,260;0,600;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;9313176;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;LENCOL DE PAPEL DESCARTAVEL;Fortclean; ;30,00;20,00;100,00;14,410;12,900;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;9616802;RECIPIENTES E MATERIAIS PARA ACONDICION.;SACOS,BOLSAS,SACOLAS E SIMILARES;SACO PLASTICO PARA EMBALAGEM EM POLIETILENO,(40X60)CM,TRANSPARENTE;Rio Pardo; ;5.000,00;0,00;100,00;0,760;0,700;10;
2026;31810;FOB    ;FOB    ;11/03/2026 14:31; ; ;16/03/2026 00:00;16/03/2027 00:00;Individual;Vigente;9660178;RECIPIENTES E MATERIAIS PARA ACONDICION.;SACOS,BOLSAS,SACOLAS E SIMILARES;SACO PLASTICO PARA EMBALAGEM  POLIETILENO,(63 X 80)CM,TRANSP.,50L;Rio Pardo; ;20,00;10,00;100,00;149,000;50,000;10;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5606330;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CLIPE DE ACO,PARALELO,NIQUELADO,NUMERO 8/0;BACCHI; ;200,00;200,00;88,50;3,920;3,920;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5606853;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;FITA ADESIVA DE PAPELARIA,CREPE,MEDINDO(19MMX50M),BRANCA;FITPEL; ;500,00;100,00;87,72;10,500;3,860;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5607760;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;ENVELOPE PLASTICO P/PASTA CATALOGO,0,15MICRAS,A4,4 FUROS,TRANSP;EVOLUT; ;200,00;150,00;90,91;35,980;22,330;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5614899;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;CAIXA DE ARQUIVO MORTO,PAPELAO C/KRAFT,(360X250X135)MM,PARDA;GOODIE; ;200,00;200,00;86,96;4,300;2,470;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5616999;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;ENVELOPE DE PAPELARIA SACO,KRAFT,80G/M2,S/IMPR,(260X360)MM,PARDO;IPE; ;40,00;40,00;100,00;155,000;74,250;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5620198;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;EXTRATOR DE GRAMPOS,ACO INOX,TIPO ESPATULA;CAVIA; ;20,00;20,00;50,00;9,850;1,240;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5626757;ARTIGOS E UTENSILIOS DE ESCRITORIOS;MATERIAIS E SUPRIMENTOS DE USO DIDATICO.;PAPEL SULFITE DE PAPELARIA,75G/M2,A4,BRANCO,CORTE ROTATIVO,FSC/CERFLOR;Suzano; ;1.300,00;900,00;65,00;28,800;23,800;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5629101;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;ESTILETE,CABO ABS,ANATOMICO,COM TRAVA,130MM,LAMINA ACO 9MM;MASTER; ;20,00;20,00;100,00;6,000;0,740;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5631173;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;TINTA PARA CARIMBO, NA COR PRETA, 40 ML;BANDER; ;10,00;10,00;43,48;12,020;3,360;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;5640814;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;" COBREADO; MEDINDO 26/6;";BRW; ;50,00;50,00;58,14;8,400;4,420;7;
2025;155356;FOB    ;FOB    ;27/11/2025 16:05;16/01/2026 15:39;16/01/2026 15:45;15/04/2026 00:00;14/04/2027 00:00;Setorizada;Vigente;6212514;ARTIGOS E UTENSILIOS DE ESCRITORIOS;ARTIGOS PARA ESCRITORIOS;PASTA C/ ABA E ELASTICO (PAPELAO),CARTAO DUPLO,480G/M2,TAM.OFICIO,VERD;ICL; ;100,00;100,00;100,00;3,300;1,950;7;
